id_num,year,data_string_raw,data_string_cle,wiki,accomplishment,name,category,bday,gender,location,lat,lng,country,state,county,city,FIPS_state
293,1966,"<li>First African-American coach in the <a href=""/wiki/National_Basketball_Association"" title=""National Basketball Association"">National Basketball Association</a>: <a href=""/wiki/Bill_Russell"" title=""Bill Russell"">Bill Russell</a> (<a href=""/wiki/Boston_Celtics"" title=""Boston Celtics"">Boston Celtics</a>)</li>",First African-American coach in the National Basketball Association: Bill Russell (Boston Celtics),/wiki/Bill_Russell,First African-American coach in the National Basketball Association,Bill Russell,Education & Science,1934-02-12,male,"Monroe, Louisiana",32.5093109,-92.1193012,United States of America,Louisiana,Ouachita Parish,Monroe,22
293,1966,"<li>First African-American model on the cover of a <i><a href=""/wiki/Vogue_(magazine)"" title=""Vogue (magazine)"">Vogue</a></i> (British <i><a href=""/wiki/Vogue_(British_magazine)"" class=""mw-redirect"" title=""Vogue (British magazine)"">Vogue</a></i>) magazine: <a href=""/wiki/Donyale_Luna"" title=""Donyale Luna"">Donyale Luna</a>
</li>",First African-American model on the cover of a Vogue (British Vogue) magazine: Donyale Luna,/wiki/Donyale_Luna,First African-American model on the cover of a Vogue (British Vogue) magazine,Donyale Luna,Arts & Entertainment,1945-08-31,female,"Detroit, Michigan, U.S.",42.3315509,-83.046640300000007,United States of America,Michigan,Wayne County,Detroit,26
293,1966,"<li>First post-<a href=""/wiki/Reconstruction_Era"" class=""mw-redirect"" title=""Reconstruction Era"">Reconstruction</a> African-American elected to the <a href=""/wiki/United_States_Senate"" title=""United States Senate"">U.S. Senate</a> (and first African-American elected to the U.S. Senate by <a href=""/wiki/Seventeenth_Amendment_to_the_United_States_Constitution"" title=""Seventeenth Amendment to the United States Constitution"">popular vote</a>): <a href=""/wiki/Edward_Brooke"" title=""Edward Brooke"">Edward Brooke</a> (<a href=""/wiki/Republican_Party_(United_States)"" title=""Republican Party (United States)"">Republican</a>; <a href=""/wiki/Massachusetts"" title=""Massachusetts"">Massachusetts</a>) (See also: 1962)</li>",First post-Reconstruction African-American elected to the U.S. Senate (and first African-American elected to the U.S. Senate by popular vote): Edward Brooke (Republican; Massachusetts) (See also: 1962),/wiki/Edward_Brooke,First post-Reconstruction African-American elected to the U.S. Senate (and first African-American elected to the U.S. Senate by popular vote),Edward Brooke,Social & Jobs,1919-10-26,male,"Washington, D.C., U.S.",38.8592001,-77.0393759,United States of America,District of Columbia,Arlington County,Arlington,11
293,1966,"<li>First African-American <a href=""/wiki/United_States_Cabinet"" class=""mw-redirect"" title=""United States Cabinet"">Cabinet</a> secretary: <a href=""/wiki/Robert_C._Weaver"" title=""Robert C. Weaver"">Robert C. Weaver</a> (<a href=""/wiki/United_States_Department_of_Housing_and_Urban_Development"" title=""United States Department of Housing and Urban Development"">Department of Housing and Urban Development</a>)</li>",First African-American Cabinet secretary: Robert C. Weaver (Department of Housing and Urban Development),/wiki/Robert_C._Weaver,First African-American Cabinet secretary,Robert C. Weaver,Politics,1907-12-29,male,"Washington, D.C., U.S.",38.8592001,-77.0393759,United States of America,District of Columbia,Arlington County,Arlington,11
293,1966,"<li>First African-American <a href=""/wiki/Major_League_Baseball"" title=""Major League Baseball"">Major League Baseball</a> <a href=""/wiki/Umpire_(baseball)"" title=""Umpire (baseball)"">umpire</a>: <a href=""/wiki/Emmett_Ashford"" title=""Emmett Ashford"">Emmett Ashford</a>
</li>",First African-American Major League Baseball umpire: Emmett Ashford,/wiki/Emmett_Ashford,First African-American Major League Baseball umpire,Emmett Ashford,Education & Science,1914-11-23,male,"Los Angeles, California",34.0536909,-118.242766,United States of America,California,Los Angeles County,Los Angeles,06
293,1966,"<li>First African-American NFL broadcaster: Lowell W. Perry<sup class=""noprint Inline-Template Template-Fact"" style=""white-space:nowrap;"">[<i><a href=""/wiki/Wikipedia:Citation_needed"" title=""Wikipedia:Citation needed""><span title=""This claim needs references to reliable sources. (July 2009)"">citation needed</span></a></i>]</sup> (<a href=""/wiki/CBS"" title=""CBS"">CBS</a>, on <a href=""/wiki/Pittsburgh_Steelers"" title=""Pittsburgh Steelers"">Pittsburgh Steelers</a> games) (See also: 1957)</li>","First African-American NFL broadcaster: Lowell W. Perry[citation needed] (CBS, on Pittsburgh Steelers games) (See also: 1957)",/wiki/Wikipedia:Citation_needed,First African-American NFL broadcaster,Wikipedia:Citation needed,Sports,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
293,1966,"<li>First African-American fire commissioner of a major U.S. City: <a href=""/wiki/Robert_O._Lowery"" title=""Robert O. Lowery"">Robert O. Lowery</a> of the <a href=""/wiki/New_York_City_Fire_Department"" title=""New York City Fire Department"">New York City Fire Department</a>
</li>",First African-American fire commissioner of a major U.S. City: Robert O. Lowery of the New York City Fire Department,/wiki/Robert_O._Lowery,First African-American fire commissioner of a major U.S. City,Robert O. Lowery,Politics,NA,male,"Buffalo, New York",42.8867166,-78.8783922,United States of America,New York,Erie County,Buffalo,36
295,1967,"<li>First African American to win a <a href=""/wiki/PGA_Tour"" title=""PGA Tour"">PGA Tour</a> event: <a href=""/wiki/Charlie_Sifford"" title=""Charlie Sifford"">Charlie Sifford</a> (1967 <a href=""/wiki/Travelers_Championship"" title=""Travelers Championship"">Greater Hartford Open Invitational</a>)</li>",First African American to win a PGA Tour event: Charlie Sifford (1967 Greater Hartford Open Invitational),/wiki/Charlie_Sifford,First African American to win a PGA Tour event,Charlie Sifford,Sports,1922-06-02,male,"Charlotte, North Carolina",35.2272086,-80.8430827,United States of America,North Carolina,Mecklenburg County,Charlotte,37
295,1967,"<li>First African-American elected mayor of a large US city: <a href=""/wiki/Carl_B._Stokes"" class=""mw-redirect"" title=""Carl B. Stokes"">Carl B. Stokes</a> (<a href=""/wiki/Cleveland,_Ohio"" class=""mw-redirect"" title=""Cleveland, Ohio"">Cleveland, Ohio</a>)</li>","First African-American elected mayor of a large US city: Carl B. Stokes (Cleveland, Ohio)",/wiki/Carl_B._Stokes,First African-American elected mayor of a large US city,Carl B. Stokes,Politics,1927-06-21,male,"Cleveland, Ohio, U.S.",41.5027026,-81.6220773,United States of America,Ohio,Cuyahoga County,Cleveland,39
295,1967,"<li>First African-American appointed to the <a href=""/wiki/Supreme_Court_of_the_United_States"" title=""Supreme Court of the United States"">Supreme Court of the United States</a>: <a href=""/wiki/Thurgood_Marshall"" title=""Thurgood Marshall"">Thurgood Marshall</a> (See also: 1965)</li>",First African-American appointed to the Supreme Court of the United States: Thurgood Marshall (See also: 1965),/wiki/Thurgood_Marshall,First African-American appointed to the Supreme Court of the United States,Thurgood Marshall,Politics,1908-07-02,male,"Baltimore, Maryland, U.S.",39.2908816,-76.610759,United States of America,Maryland,NA,Baltimore,24
295,1967,"<li>First African-American selected for astronaut training: <a href=""/wiki/Robert_Henry_Lawrence_Jr."" title=""Robert Henry Lawrence Jr."">Robert Henry Lawrence Jr.</a>
</li>",First African-American selected for astronaut training: Robert Henry Lawrence Jr.,/wiki/Robert_Henry_Lawrence_Jr.,First African-American selected for astronaut training,Robert Henry Lawrence Jr.,Education & Science,1935-10-02,male,"Chicago, Illinois, U.S.",41.8755616,-87.6244212,United States of America,Illinois,Cook County,Chicago,17
295,1967,"<li>First African-American to be inducted into the <a href=""/wiki/Pro_Football_Hall_of_Fame"" title=""Pro Football Hall of Fame"">Pro Football Hall of Fame</a>: <a href=""/wiki/Emlen_Tunnell"" title=""Emlen Tunnell"">Emlen Tunnell</a>
</li>",First African-American to be inducted into the Pro Football Hall of Fame: Emlen Tunnell,/wiki/Emlen_Tunnell,First African-American to be inducted into the Pro Football Hall of Fame,Emlen Tunnell,Sports,1924-03-29,NA,"Bryn Mawr, Pennsylvania",40.0198335,-75.3046299,United States of America,Pennsylvania,Montgomery County,Lower Merion Township,42
295,1967,"<li>First African-American interracial kiss on network <a href=""/wiki/Television_programming"" class=""mw-redirect"" title=""Television programming"">television</a>: entertainers <a href=""/wiki/Nancy_Sinatra"" title=""Nancy Sinatra"">Nancy Sinatra</a> (Italian-American) and <a href=""/wiki/Sammy_Davis_Jr."" title=""Sammy Davis Jr."">Sammy Davis Jr.</a> (African-American) on Sinatra's variety special <i><a href=""/wiki/Movin%27_With_Nancy"" class=""mw-redirect"" title=""Movin' With Nancy"">Movin' With Nancy</a></i>, airing December 11 on <a href=""/wiki/NBC"" title=""NBC"">NBC</a><sup id=""cite_ref-prime_237-0"" class=""reference""><a href=""#cite_note-prime-237"">[219]</a></sup> (See also: 1968)</li>","First African-American interracial kiss on network television: entertainers Nancy Sinatra (Italian-American) and Sammy Davis Jr. (African-American) on Sinatra's variety special Movin' With Nancy, airing December 11 on NBC[219] (See also: 1968)",/wiki/Nancy_Sinatra,First African-American interracial kiss on network television,Nancy Sinatra,Arts & Entertainment,1940-06-08,female,"Jersey City, New Jersey, U.S.",40.7281575,-74.0776417,United States of America,New Jersey,Hudson County,Jersey City,34
297,1968,"<li>First African-American interracial kiss on a network television drama: <a href=""/wiki/Uhura"" class=""mw-redirect"" title=""Uhura"">Uhura</a>, played by <a href=""/wiki/Nichelle_Nichols"" title=""Nichelle Nichols"">Nichelle Nichols</a> (African-American), and <a href=""/wiki/James_T._Kirk"" title=""James T. Kirk"">Captain Kirk</a>, played by <a href=""/wiki/William_Shatner"" title=""William Shatner"">William Shatner</a> (white Canadian): <i><a href=""/wiki/Star_Trek:_The_Original_Series"" title=""Star Trek: The Original Series"">Star Trek</a></i>: ""<a href=""/wiki/Plato%27s_Stepchildren"" title=""Plato's Stepchildren"">Plato's Stepchildren</a>"" (See also: 1967)</li>","First African-American interracial kiss on a network television drama: Uhura, played by Nichelle Nichols (African-American), and Captain Kirk, played by William Shatner (white Canadian): Star Trek: ""Plato's Stepchildren"" (See also: 1967)",/wiki/Uhura,First African-American interracial kiss on a network television drama,Uhura,Arts & Entertainment,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
297,1968,"<li>First African-American man to win a Grand Slam tennis event: <a href=""/wiki/Arthur_Ashe"" title=""Arthur Ashe"">Arthur Ashe</a> (<a href=""/wiki/US_Open_(tennis)"" title=""US Open (tennis)"">US Open</a>) (See also: Althea Gibson, 1956; Serena Williams, 2003)</li>","First African-American man to win a Grand Slam tennis event: Arthur Ashe (US Open) (See also: Althea Gibson, 1956; Serena Williams, 2003)",/wiki/Arthur_Ashe,First African-American man to win a Grand Slam tennis event,Arthur Ashe,Sports,1943-07-10,male,"Richmond, Virginia",37.5385087,-77.43428,United States of America,Virginia,Richmond City,Richmond,51
297,1968,"<li>First African-American coach to win an NBA Championship: <a href=""/wiki/Bill_Russell"" title=""Bill Russell"">Bill Russell</a>
</li>",First African-American coach to win an NBA Championship: Bill Russell,/wiki/Bill_Russell,First African-American coach to win an NBA Championship,Bill Russell,Sports,1934-02-12,male,"Monroe, Louisiana",32.5093109,-92.1193012,United States of America,Louisiana,Ouachita Parish,Monroe,22
297,1968,"<li>First African-American woman elected to <a href=""/wiki/United_States_House_of_Representatives"" title=""United States House of Representatives"">U.S. House of Representatives</a>: <a href=""/wiki/Shirley_Chisholm"" title=""Shirley Chisholm"">Shirley Chisholm</a> (<a href=""/wiki/New_York_(state)"" title=""New York (state)"">New York</a>)</li>",First African-American woman elected to U.S. House of Representatives: Shirley Chisholm (New York),/wiki/Shirley_Chisholm,First African-American woman elected to U.S. House of Representatives,Shirley Chisholm,Politics,1924-11-30,female,"New York City,  U.S.",40.6504077,-73.7967091,United States of America,New York,NA,New York,36
297,1968,"<li>First African-American appointed as a <a href=""/wiki/United_States_Assistant_Secretary_of_State"" title=""United States Assistant Secretary of State"">United States Assistant Secretary of State</a>: <a href=""/wiki/Barbara_M._Watson"" title=""Barbara M. Watson"">Barbara M. Watson</a>
</li>",First African-American appointed as a United States Assistant Secretary of State: Barbara M. Watson,/wiki/Barbara_M._Watson,First African-American appointed as a United States Assistant Secretary of State,Barbara M. Watson,Politics,NA,female,New York City,40.7127281,-74.0060152,United States of America,New York,NA,New York,36
297,1968,"<li>First African-American to start at <a href=""/wiki/Quarterback"" title=""Quarterback"">quarterback</a> in the modern era of professional <a href=""/wiki/American_football"" title=""American football"">football</a>: <a href=""/wiki/Marlin_Briscoe"" title=""Marlin Briscoe"">Marlin Briscoe</a> (<a href=""/wiki/Denver_Broncos"" title=""Denver Broncos"">Denver Broncos</a>, <a href=""/wiki/American_Football_League"" title=""American Football League"">AFL</a>)</li>","First African-American to start at quarterback in the modern era of professional football: Marlin Briscoe (Denver Broncos, AFL)",/wiki/Marlin_Briscoe,First African-American to start at quarterback in the modern era of professional football,Marlin Briscoe,Education & Science,1945-09-10,male,"Omaha, Nebraska",41.2587459,-95.9383758,United States of America,Nebraska,Douglas County,Omaha,31
297,1968,"<li>First African-American <a href=""/wiki/Commissioned_officer"" class=""mw-redirect"" title=""Commissioned officer"">commissioned officer</a> awarded the <a href=""/wiki/Medal_of_Honor"" title=""Medal of Honor"">Medal of Honor</a>: <a href=""/wiki/Riley_L._Pitts"" title=""Riley L. Pitts"">Riley L. Pitts</a>
</li>",First African-American commissioned officer awarded the Medal of Honor: Riley L. Pitts,/wiki/Riley_L._Pitts,First African-American commissioned officer awarded the Medal of Honor,Riley L. Pitts,Military,1937-10-15,male,"Fallis, Oklahoma, U.S.",35.750321,-97.1182787,United States of America,Oklahoma,Lincoln County,NA,40
297,1968,"<li>First fine-arts museum devoted to African-American work: <a href=""/wiki/Studio_Museum_in_Harlem"" title=""Studio Museum in Harlem"">Studio Museum in Harlem</a>
</li>",First fine-arts museum devoted to African-American work: Studio Museum in Harlem,/wiki/Studio_Museum_in_Harlem,First fine-arts museum devoted to African-American work,Studio Museum in Harlem,Social & Jobs,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1968,"<li>First African-American actress to star in her own television series where she did not play a domestic worker: <a href=""/wiki/Diahann_Carroll"" title=""Diahann Carroll"">Diahann Carroll</a> in <i><a href=""/wiki/Julia_(TV_series)"" title=""Julia (TV series)"">Julia</a></i> (see also: 1963)</li>",First African-American actress to star in her own television series where she did not play a domestic worker: Diahann Carroll in Julia (see also: 1963),/wiki/Diahann_Carroll,First African-American actress to star in her own television series where she did not play a domestic worker,Diahann Carroll,Arts & Entertainment,1935-07-17,female,"Bronx, New York, U.S.",40.8506558,-73.8665241,United States of America,New York,NA,New York,36
297,1968,"<li>First African-American woman as Presidential candidate: <a href=""/wiki/Charlene_Mitchell"" title=""Charlene Mitchell"">Charlene Mitchell</a> (See also: Shirley Chisholm, 1972)</li>","First African-American woman as Presidential candidate: Charlene Mitchell (See also: Shirley Chisholm, 1972)",/wiki/Charlene_Mitchell,First African-American woman as Presidential candidate,Charlene Mitchell,Politics,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
297,1968,"<li>First African-American woman reporter for <i><a href=""/wiki/The_New_York_Times"" title=""The New York Times"">The New York Times</a></i>: <a href=""/wiki/Nancy_Hicks_Maynard"" title=""Nancy Hicks Maynard"">Nancy Hicks Maynard</a>
</li>",First African-American woman reporter for The New York Times: Nancy Hicks Maynard,/wiki/Nancy_Hicks_Maynard,First African-American woman reporter for The New York Times,Nancy Hicks Maynard,Social & Jobs,1946-11-01,female,"Harlem, New York City, USA",40.8078786,-73.9454154,United States of America,New York,New York County,New York,36
297,1968,"<li>First African-American starring character of a comic strip: Danny Raven in <i><a href=""/wiki/Dateline:_Danger!"" title=""Dateline: Danger!"">Dateline: Danger!</a></i> by <a href=""/wiki/Al_McWilliams"" title=""Al McWilliams"">Al McWilliams</a> and John Saunders.<sup id=""cite_ref-nytimesobit_238-0"" class=""reference""><a href=""#cite_note-nytimesobit-238"">[220]</a></sup><sup id=""cite_ref-horn_239-0"" class=""reference""><a href=""#cite_note-horn-239"">[221]</a></sup>
</li>",First African-American starring character of a comic strip: Danny Raven in Dateline: Danger! by Al McWilliams and John Saunders.[220][221],/wiki/Dateline:_Danger!,First African-American starring character of a comic strip,Dateline: Danger!,Arts & Entertainment,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
297,1968,"<li>First African-American actor to star in the lead role on a TV western series: <a href=""/wiki/Otis_Young"" title=""Otis Young"">Otis Young</a> in <i><a href=""/wiki/The_Outcasts_(American_TV_series)"" title=""The Outcasts (American TV series)"">The Outcasts</a></i>
</li>",First African-American actor to star in the lead role on a TV western series: Otis Young in The Outcasts,/wiki/Otis_Young,First African-American actor to star in the lead role on a TV western series,Otis Young,Arts & Entertainment,1932-07-04,male,"Providence, Rhode Island, U.S.",41.8239891,-71.4128343,United States of America,Rhode Island,Providence County,Providence,44
299,1969,"<li>First African-American <a href=""/wiki/Superhero"" title=""Superhero"">superhero</a>: The <a href=""/wiki/Falcon_(comics)"" title=""Falcon (comics)"">Falcon</a>, <a href=""/wiki/Marvel_Comics"" title=""Marvel Comics"">Marvel Comics</a>' <i><a href=""/wiki/Captain_America"" title=""Captain America"">Captain America</a></i> #117 (September 1969).<sup id=""cite_ref-Boyd2008_240-0"" class=""reference""><a href=""#cite_note-Boyd2008-240"">[222]</a></sup><sup id=""cite_ref-marvel_group=Note_235-1"" class=""reference""><a href=""#cite_note-marvel_group=Note-235"">[Note 18]</a></sup> (See also: Lobo, 1965 and Luke Cage, 1972)</li>","First African-American superhero: The Falcon, Marvel Comics' Captain America #117 (September 1969).[222][Note 18] (See also: Lobo, 1965 and Luke Cage, 1972)",/wiki/Falcon_(comics),First African-American superhero,Falcon (comics),Arts & Entertainment,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
299,1969,"<li>First African-American graduate of <a href=""/wiki/Harvard_Business_School"" title=""Harvard Business School"">Harvard Business School</a>: <a href=""/wiki/Lillian_Lincoln"" title=""Lillian Lincoln"">Lillian Lincoln</a>
</li>",First African-American graduate of Harvard Business School: Lillian Lincoln,/wiki/Lillian_Lincoln,First African-American graduate of Harvard Business School,Lillian Lincoln,Education & Science,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
299,1969,"<li>First African-American director of a major <a href=""/wiki/Hollywood"" title=""Hollywood"">Hollywood</a> motion picture: <a href=""/wiki/Gordon_Parks"" title=""Gordon Parks"">Gordon Parks</a> (<i><a href=""/wiki/The_Learning_Tree"" title=""The Learning Tree"">The Learning Tree</a></i>)</li>",First African-American director of a major Hollywood motion picture: Gordon Parks (The Learning Tree),/wiki/Gordon_Parks,First African-American director of a major Hollywood motion picture,Gordon Parks,Arts & Entertainment,1912-11-30,male,"Fort Scott, Kansas, U.S.",37.8399791,-94.7082882,United States of America,Kansas,Bourbon County,NA,20
299,1969,"<li>First African-American founder of a classical training school and company of <a href=""/wiki/Ballet"" title=""Ballet"">ballet</a>: <a href=""/wiki/Arthur_Mitchell_(dancer)"" title=""Arthur Mitchell (dancer)"">Arthur Mitchell</a>, <a href=""/wiki/Dance_Theatre_of_Harlem"" title=""Dance Theatre of Harlem"">Dance Theatre of Harlem</a> (See also: 1955)</li>","First African-American founder of a classical training school and company of ballet: Arthur Mitchell, Dance Theatre of Harlem (See also: 1955)",/wiki/Arthur_Mitchell_(dancer),First African-American founder of a classical training school and company of ballet,Arthur Mitchell (dancer),Education & Science,1934-03-27,male,"Harlem, New York City, U.S.",40.8078786,-73.9454154,United States of America,New York,New York County,New York,36
299,1969,"<li>First African-American woman to appear on the <a href=""/wiki/Grand_Ole_Opry"" title=""Grand Ole Opry"">Grand Ole Opry</a>: <a href=""/wiki/Linda_Martell"" title=""Linda Martell"">Linda Martell</a>
</li>",First African-American woman to appear on the Grand Ole Opry: Linda Martell,/wiki/Linda_Martell,First African-American woman to appear on the Grand Ole Opry,Linda Martell,Arts & Entertainment,1941-06-04,female,"Leesville, South Carolina, U.S.",33.895434,-81.423918,United States of America,South Carolina,NA,NA,45
299,1969,"<li>First African-American to own a commercial airliner: Warren Wheeler (<a href=""/wiki/Wheeler_Airlines"" title=""Wheeler Airlines"">Wheeler Airlines</a>)<sup id=""cite_ref-241"" class=""reference""><a href=""#cite_note-241"">[223]</a></sup>
</li>",First African-American to own a commercial airliner: Warren Wheeler (Wheeler Airlines)[223],/wiki/Wheeler_Airlines,First African-American to own a commercial airliner,Wheeler Airlines,Social & Jobs,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
302,1970,"<li>First African-American woman to win a <a href=""/wiki/Primetime_Emmy_Award"" title=""Primetime Emmy Award"">Primetime Emmy Award</a>: <a href=""/wiki/Gail_Fisher"" title=""Gail Fisher"">Gail Fisher</a>, for <a href=""/wiki/Primetime_Emmy_Award_for_Outstanding_Supporting_Actress_in_a_Drama_Series"" title=""Primetime Emmy Award for Outstanding Supporting Actress in a Drama Series"">Outstanding Supporting Actress in a Drama Series</a>, for <i><a href=""/wiki/Mannix"" title=""Mannix"">Mannix</a></i> (see also: 1971)</li>","First African-American woman to win a Primetime Emmy Award: Gail Fisher, for Outstanding Supporting Actress in a Drama Series, for Mannix (see also: 1971)",/wiki/Gail_Fisher,First African-American woman to win a Primetime Emmy Award,Gail Fisher,Arts & Entertainment,1935-08-18,female,"Orange, New Jersey, U.S.",40.1409668,-74.1233865,United States of America,New Jersey,Monmouth County,NA,34
302,1970,"<li>First African-American to head an <a href=""/wiki/Episcopal_Church_(United_States)"" title=""Episcopal Church (United States)"">Episcopal</a> diocese: <a href=""/wiki/John_Melville_Burgess"" class=""mw-redirect"" title=""John Melville Burgess"">John Melville Burgess</a>, <a href=""/wiki/Diocesan_bishop"" title=""Diocesan bishop"">diocesan bishop</a> of <a href=""/wiki/Episcopal_Diocese_of_Massachusetts"" title=""Episcopal Diocese of Massachusetts"">Massachusetts</a><sup id=""cite_ref-242"" class=""reference""><a href=""#cite_note-242"">[224]</a></sup>
</li>","First African-American to head an Episcopal diocese: John Melville Burgess, diocesan bishop of Massachusetts[224]",/wiki/John_Melville_Burgess,First African-American to head an Episcopal diocese,John Melville Burgess,Religion,NA,male,"Grand Rapids, Michigan, United States",42.9632405,-85.6678639,United States of America,Michigan,Kent County,Grand Rapids,26
302,1970,"<li>First African-American U.S. Navy Master Diver: <a href=""/wiki/Carl_Brashear"" title=""Carl Brashear"">Carl Brashear</a> (See also: 1954; 1968)</li>",First African-American U.S. Navy Master Diver: Carl Brashear (See also: 1954; 1968),/wiki/Carl_Brashear,First African-American U.S. Navy Master Diver,Carl Brashear,Military,1931-01-19,male,"Tonieville, Kentucky, U.S.",37.6095056,-85.7960723,United States of America,Kentucky,Larue County,NA,21
302,1970,"<li>First African-American member of the <a href=""/wiki/New_York_Stock_Exchange"" title=""New York Stock Exchange"">New York Stock Exchange</a>: <a href=""/wiki/Joseph_L._Searles_III"" title=""Joseph L. Searles III"">Joseph L. Searles III</a><sup id=""cite_ref-243"" class=""reference""><a href=""#cite_note-243"">[225]</a></sup>
</li>",First African-American member of the New York Stock Exchange: Joseph L. Searles III[225],/wiki/Joseph_L._Searles_III,First African-American member of the New York Stock Exchange,Joseph L. Searles III,Social & Jobs,NA,male,NA,NA,NA,NA,NA,NA,NA,NA
302,1970,"<li>First African-American <a href=""/wiki/NCAA_Division_I"" title=""NCAA Division I"">NCAA Division I</a> basketball coach: <a href=""/wiki/Will_Robinson_(basketball)"" title=""Will Robinson (basketball)"">Will Robinson</a> (<a href=""/wiki/Illinois_State_Redbirds_men%27s_basketball"" title=""Illinois State Redbirds men's basketball"">Illinois State University</a>)<sup id=""cite_ref-244"" class=""reference""><a href=""#cite_note-244"">[Note 19]</a></sup>
</li>",First African-American NCAA Division I basketball coach: Will Robinson (Illinois State University)[Note 19],/wiki/Will_Robinson_(basketball),First African-American NCAA Division I basketball coach,Will Robinson (basketball),Education & Science,1911-06-03,male,"Wadesboro, North Carolina",34.9682097,-80.0767266,United States of America,North Carolina,Anson County,NA,37
302,1970,"<li>First African-American contestant in the <a href=""/wiki/Miss_America"" title=""Miss America"">Miss America</a> pageant: <a href=""/wiki/Cheryl_Browne"" title=""Cheryl Browne"">Cheryl Browne</a> (<a href=""/wiki/Miss_Iowa"" title=""Miss Iowa"">Miss Iowa</a>)</li>",First African-American contestant in the Miss America pageant: Cheryl Browne (Miss Iowa),/wiki/Cheryl_Browne,First African-American contestant in the Miss America pageant,Cheryl Browne,Social & Jobs,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
302,1970,"<li>First African-American woman (and first woman) to become a <a href=""/wiki/Physician_assistant"" title=""Physician assistant"">physician's assistant</a>: <a href=""/wiki/Joyce_Nichols"" title=""Joyce Nichols"">Joyce Nichols</a>
</li>",First African-American woman (and first woman) to become a physician's assistant: Joyce Nichols,/wiki/Joyce_Nichols,First African-American woman (and first woman) to become a physician's assistant,Joyce Nichols,Education & Science,NA,female,NA,NA,NA,NA,NA,NA,NA,NA
302,1970,"<li>First African-American basketball player to win the <a href=""/wiki/NBA_All-Star_Game_Most_Valuable_Player_Award"" class=""mw-redirect"" title=""NBA All-Star Game Most Valuable Player Award"">NBA All Star MVP</a>, the <a href=""/wiki/Bill_Russell_NBA_Finals_Most_Valuable_Player_Award"" class=""mw-redirect"" title=""Bill Russell NBA Finals Most Valuable Player Award"">NBA Finals MVP</a>, and the <a href=""/wiki/NBA_Most_Valuable_Player_Award"" title=""NBA Most Valuable Player Award"">NBA MVP</a> all in the same season: <a href=""/wiki/Willis_Reed"" title=""Willis Reed"">Willis Reed</a> (<a href=""/wiki/New_York_Knicks"" title=""New York Knicks"">New York Knicks</a>)</li>","First African-American basketball player to win the NBA All Star MVP, the NBA Finals MVP, and the NBA MVP all in the same season: Willis Reed (New York Knicks)",/wiki/Willis_Reed,"First African-American basketball player to win the NBA All Star MVP, the NBA Finals MVP, and the NBA MVP all in the same season",Willis Reed,Education & Science,1942-06-25,male,"Bernice, Louisiana",32.8220876,-92.6579295,United States of America,Louisiana,Union Parish,NA,22
302,1970,"<li>First African-American to initiate the concept of free agency. He refused to accept a trade following the 1969 season, ultimately appealing his case to the U.S. Supreme Court. The trend of free agency expanded across the entire landscape of professional sports for all races and all cultures: <a href=""/wiki/Curt_Flood"" title=""Curt Flood"">Curt Flood</a> (<a href=""/wiki/St._Louis_Cardinals"" title=""St. Louis Cardinals"">St. Louis Cardinals</a>)<sup id=""cite_ref-245"" class=""reference""><a href=""#cite_note-245"">[Note 20]</a></sup>
</li>","First African-American to initiate the concept of free agency. He refused to accept a trade following the 1969 season, ultimately appealing his case to the U.S. Supreme Court. The trend of free agency expanded across the entire landscape of professional sports for all races and all cultures: Curt Flood (St. Louis Cardinals)[Note 20]",/wiki/Curt_Flood,"First African-American to initiate the concept of free agency. He refused to accept a trade following the 1969 season, ultimately appealing his case to the U.S. Supreme Court. The trend of free agency expanded across the entire landscape of professional sports for all races and all cultures",Curt Flood,Politics,1938-01-18,male,"Houston, Texas",29.7589382,-95.3676974,United States of America,Texas,Harris County,Houston,48
302,1970,"<li>First African-American to become director of a major library system in America: <a href=""/wiki/Clara_Stanton_Jones"" title=""Clara Stanton Jones"">Clara Stanton Jones</a>, as director of the <a href=""/wiki/Detroit_Public_Library"" title=""Detroit Public Library"">Detroit Public Library</a><sup id=""cite_ref-ClaraStantonJones_246-0"" class=""reference""><a href=""#cite_note-ClaraStantonJones-246"">[226]</a></sup>
</li>","First African-American to become director of a major library system in America: Clara Stanton Jones, as director of the Detroit Public Library[226]",/wiki/Clara_Stanton_Jones,First African-American to become director of a major library system in America,Clara Stanton Jones,Arts & Entertainment,1913-05-14,female,"St. Louis, Missouri, US",38.6264178,-90.1998378,United States of America,Missouri,NA,St. Louis,29
